location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR008,SKU0073,54,12,25,9.14,2025-11-20
BR008,SKU0074,73,12,45,8.34,2025-09-01
BR008,SKU0075,62,24,34,7.11,2025-12-04
BR008,SKU0076,68,18,63,10.29,2025-12-18
BR008,SKU0077,58,24,37,6.68,2025-10-10
BR008,SKU0078,71,25,56,3.56,2025-12-11
BR008,SKU0079,77,18,42,6.0,2025-09-13
BR008,SKU0080,63,27,21,8.37,2025-09-29
BR009,SKU0001,60,11,49,1.27,2025-12-21
BR009,SKU0002,75,14,53,10.58,2025-11-09
BR009,SKU0003,68,24,62,2.76,2025-10-15
BR009,SKU0004,67,17,56,12.85,2025-09-05
BR009,SKU0005,64,15,56,4.54,2025-11-09
BR009,SKU0006,47,22,58,6.81,2025-10-31
BR009,SKU0007,63,18,52,3.06,2025-09-02
BR009,SKU0008,59,29,60,4.94,2025-11-08
BR009,SKU0009,54,25,38,3.35,2025-11-07
BR009,SKU0010,67,23,26,12.07,2025-09-06
BR009,SKU0011,59,21,48,7.65,2025-09-26
BR009,SKU0012,59,28,50,9.82,2025-11-07
BR009,SKU0013,58,12,42,4.48,2025-11-11
BR009,SKU0014,58,12,59,9.81,2025-09-13
BR009,SKU0015,57,26,38,5.8,2025-11-04
BR009,SKU0016,52,12,34,2.22,2025-10-13
BR009,SKU0017,71,27,34,5.64,2025-09-24
BR009,SKU0018,71,17,44,8.24,2025-10-28
BR009,SKU0019,69,28,42,9.32,2025-10-03
BR009,SKU0020,70,14,37,7.65,2025-12-06
BR009,SKU0021,51,13,38,6.7,2025-09-06
BR009,SKU0022,57,10,34,1.89,2025-09-27
BR009,SKU0023,67,28,27,5.74,2025-09-01
BR009,SKU0024,48,14,40,8.19,2025-11-21
BR009,SKU0025,45,29,59,1.22,2025-11-10
BR009,SKU0026,64,24,49,12.28,2025-09-25
BR009,SKU0027,54,28,53,4.26,2025-12-29
BR009,SKU0028,65,10,37,4.19,2025-10-08
BR009,SKU0029,56,29,34,12.61,2025-11-07
BR009,SKU0030,60,17,37,11.37,2025-11-28
BR009,SKU0031,71,24,41,9.77,2025-12-09
BR009,SKU0032,66,29,42,14.16,2025-10-22
BR009,SKU0033,45,21,42,13.57,2025-09-21
BR009,SKU0034,71,11,30,14.6,2025-12-07
BR009,SKU0035,68,25,66,6.96,2025-11-21
BR009,SKU0036,50,26,65,3.33,2025-09-26
BR009,SKU0037,72,29,25,9.93,2025-10-15
BR009,SKU0038,57,18,67,3.88,2025-12-24
BR009,SKU0039,57,21,59,5.34,2025-11-19
BR009,SKU0040,57,13,64,13.13,2025-12-24
BR009,SKU0041,83,20,43,9.59,2025-11-16
BR009,SKU0042,61,19,37,10.6,2025-09-28
BR009,SKU0043,63,16,32,8.07,2025-12-21
BR009,SKU0044,57,25,39,5.17,2025-11-12
BR009,SKU0045,52,18,42,4.11,2025-12-10
BR009,SKU0046,52,20,67,12.23,2025-12-28
BR009,SKU0047,72,11,20,2.63,2025-12-19
BR009,SKU0048,73,24,45,6.16,2025-12-16
BR009,SKU0049,57,18,57,2.24,2025-09-08
BR009,SKU0050,55,27,24,9.32,2025-12-04
BR009,SKU0051,57,17,39,11.27,2025-12-25
BR009,SKU0052,52,20,39,1.44,2025-10-28
BR009,SKU0053,57,15,65,10.02,2025-09-28
BR009,SKU0054,66,11,20,14.47,2025-11-29
BR009,SKU0055,59,18,26,6.98,2025-11-02
BR009,SKU0056,66,29,66,4.84,2025-10-01
BR009,SKU0057,65,11,40,3.37,2025-11-22
BR009,SKU0058,57,25,69,11.69,2025-10-09
BR009,SKU0059,59,23,55,6.63,2025-09-06
BR009,SKU0060,65,13,30,3.27,2025-10-15
BR009,SKU0061,58,12,67,1.76,2025-10-23
BR009,SKU0062,54,21,38,12.29,2025-09-09
BR009,SKU0063,73,26,27,1.68,2025-11-23
BR009,SKU0064,59,25,54,5.02,2025-11-19
BR009,SKU0065,55,29,20,9.3,2025-09-24
BR009,SKU0066,58,11,42,14.27,2025-10-02
BR009,SKU0067,60,22,35,11.62,2025-09-16
BR009,SKU0068,44,29,43,13.36,2025-11-13
BR009,SKU0069,58,20,49,10.39,2025-10-07
BR009,SKU0070,65,11,63,13.76,2025-10-07
BR009,SKU0071,68,14,27,10.23,2025-10-12
BR009,SKU0072,61,17,31,5.84,2025-10-22
BR009,SKU0073,65,19,51,10.15,2025-11-14
BR009,SKU0074,50,18,58,8.49,2025-09-10
BR009,SKU0075,64,19,55,7.1,2025-12-26
BR009,SKU0076,51,12,40,10.31,2025-10-13
BR009,SKU0077,54,14,67,12.57,2025-11-12
BR009,SKU0078,63,10,51,1.2,2025-11-24
BR009,SKU0079,72,12,44,2.19,2025-11-29
BR009,SKU0080,42,16,52,11.97,2025-11-30
BR010,SKU0001,63,17,33,1.51,2025-11-10
BR010,SKU0002,64,10,25,11.16,2025-12-19
BR010,SKU0003,62,18,55,4.34,2025-10-26
BR010,SKU0004,62,16,27,9.54,2025-11-10
BR010,SKU0005,65,20,25,8.54,2025-11-27
BR010,SKU0006,44,12,20,8.09,2025-12-08
BR010,SKU0007,60,18,33,3.54,2025-10-25
BR010,SKU0008,54,22,64,6.37,2025-10-26
BR010,SKU0009,63,29,68,3.48,2025-10-23
BR010,SKU0010,48,15,69,1.15,2025-09-25
BR010,SKU0011,52,18,68,11.86,2025-11-14
BR010,SKU0012,57,26,52,9.73,2025-10-31
BR010,SKU0013,57,22,37,1.82,2025-11-26
BR010,SKU0014,65,25,36,1.39,2025-12-13
BR010,SKU0015,68,20,58,9.46,2025-11-24
BR010,SKU0016,59,24,68,11.39,2025-10-03
BR010,SKU0017,58,25,31,13.97,2025-12-12
BR010,SKU0018,50,17,49,4.48,2025-11-08
BR010,SKU0019,66,11,38,4.1,2025-11-16
BR010,SKU0020,52,17,39,2.78,2025-10-09
BR010,SKU0021,67,21,35,12.86,2025-12-15
BR010,SKU0022,51,26,52,7.85,2025-11-21
BR010,SKU0023,45,28,53,6.35,2025-11-30
BR010,SKU0024,71,20,45,5.64,2025-10-23
BR010,SKU0025,51,23,60,8.9,2025-09-10
BR010,SKU0026,59,10,38,5.33,2025-09-25
BR010,SKU0027,67,16,21,9.43,2025-11-06
BR010,SKU0028,56,19,64,10.53,2025-09-01
BR010,SKU0029,66,14,53,2.65,2025-12-15
BR010,SKU0030,46,26,30,1.85,2025-11-12
BR010,SKU0031,59,16,28,5.55,2025-09-27
BR010,SKU0032,43,13,50,6.45,2025-10-04
BR010,SKU0033,57,10,35,5.48,2025-10-31
BR010,SKU0034,67,17,50,10.78,2025-09-16
BR010,SKU0035,71,24,33,8.38,2025-10-25
BR010,SKU0036,49,27,58,5.29,2025-11-29
BR010,SKU0037,67,21,67,9.3,2025-11-19
BR010,SKU0038,64,20,52,5.77,2025-11-13
BR010,SKU0039,64,18,65,11.65,2025-10-23
BR010,SKU0040,55,12,45,14.26,2025-12-15
BR010,SKU0041,57,20,20,13.08,2025-12-18
BR010,SKU0042,58,26,22,7.9,2025-09-15
BR010,SKU0043,53,22,54,4.89,2025-12-29
BR010,SKU0044,54,11,62,4.88,2025-12-19
BR010,SKU0045,50,14,23,4.89,2025-10-06
BR010,SKU0046,62,19,32,2.55,2025-11-24
BR010,SKU0047,70,18,44,13.71,2025-11-22
BR010,SKU0048,72,10,64,5.06,2025-11-28
BR010,SKU0049,61,20,38,11.22,2025-10-04
BR010,SKU0050,56,20,63,13.78,2025-10-10
BR010,SKU0051,66,21,66,13.03,2025-10-02
BR010,SKU0052,64,12,47,14.6,2025-11-02
BR010,SKU0053,64,26,69,10.43,2025-10-23
BR010,SKU0054,65,14,60,5.27,2025-12-25
BR010,SKU0055,50,13,41,8.21,2025-09-27
BR010,SKU0056,63,20,43,3.66,2025-12-03
BR010,SKU0057,57,10,52,4.93,2025-09-15
BR010,SKU0058,54,25,22,13.34,2025-09-21
BR010,SKU0059,53,25,55,3.47,2025-10-09
BR010,SKU0060,61,26,38,2.68,2025-11-26
BR010,SKU0061,54,23,69,11.96,2025-11-19
BR010,SKU0062,58,10,51,6.28,2025-09-17
BR010,SKU0063,77,22,35,5.07,2025-12-16
BR010,SKU0064,58,14,51,11.77,2025-09-15
BR010,SKU0065,69,22,59,4.72,2025-10-08
BR010,SKU0066,49,28,55,12.11,2025-10-08
BR010,SKU0067,55,14,63,13.38,2025-12-20
BR010,SKU0068,77,20,68,7.73,2025-11-26
BR010,SKU0069,53,25,25,5.88,2025-09-20
BR010,SKU0070,73,28,43,6.61,2025-10-02
BR010,SKU0071,49,29,69,9.0,2025-09-08
BR010,SKU0072,54,15,23,9.59,2025-10-01
BR010,SKU0073,61,14,47,6.01,2025-11-11
BR010,SKU0074,46,25,54,14.87,2025-10-12
BR010,SKU0075,74,15,52,1.02,2025-11-02
BR010,SKU0076,51,23,62,4.53,2025-11-28
BR010,SKU0077,54,23,38,14.49,2025-10-27
BR010,SKU0078,54,26,26,8.13,2025-10-22
BR010,SKU0079,64,18,22,1.71,2025-09-14
BR010,SKU0080,56,26,49,10.53,2025-09-13
BR011,SKU0001,50,20,28,2.5,2025-12-02
BR011,SKU0002,70,27,43,13.34,2025-09-23
BR011,SKU0003,66,27,31,5.07,2025-11-02
BR011,SKU0004,63,23,65,4.14,2025-09-06
BR011,SKU0005,63,20,34,14.0,2025-10-12
BR011,SKU0006,51,23,36,10.38,2025-09-03
BR011,SKU0007,54,13,22,2.78,2025-10-03
BR011,SKU0008,55,23,28,6.01,2025-09-08
BR011,SKU0009,59,28,59,3.52,2025-12-15
BR011,SKU0010,72,15,65,12.73,2025-11-26
BR011,SKU0011,58,24,27,9.13,2025-11-10
BR011,SKU0012,59,25,55,10.9,2025-09-15
BR011,SKU0013,55,26,52,2.24,2025-09-12
BR011,SKU0014,49,27,64,9.13,2025-09-26
BR011,SKU0015,57,14,21,1.0,2025-12-25
BR011,SKU0016,59,19,44,10.3,2025-09-21
BR011,SKU0017,65,19,61,5.43,2025-11-13
BR011,SKU0018,62,11,29,7.34,2025-10-19
BR011,SKU0019,52,10,24,4.31,2025-11-27
BR011,SKU0020,73,11,48,2.38,2025-09-07
BR011,SKU0021,66,22,45,2.3,2025-12-01
BR011,SKU0022,71,13,44,5.39,2025-10-20
BR011,SKU0023,45,16,48,13.05,2025-12-26
BR011,SKU0024,52,12,42,11.51,2025-11-26
BR011,SKU0025,63,20,62,5.63,2025-12-29
BR011,SKU0026,54,16,46,13.88,2025-09-05
BR011,SKU0027,64,14,47,12.53,2025-09-13
BR011,SKU0028,63,22,24,8.54,2025-11-23
BR011,SKU0029,57,23,64,4.37,2025-09-13
BR011,SKU0030,56,18,61,7.74,2025-11-29
BR011,SKU0031,42,25,41,3.92,2025-09-28
BR011,SKU0032,63,24,63,1.49,2025-09-08
BR011,SKU0033,61,17,22,12.74,2025-12-16
BR011,SKU0034,52,14,21,6.87,2025-11-25
BR011,SKU0035,70,15,66,6.54,2025-11-03
BR011,SKU0036,68,21,30,1.31,2025-11-24
BR011,SKU0037,69,19,63,4.58,2025-10-24
BR011,SKU0038,62,20,34,5.33,2025-12-20
BR011,SKU0039,66,22,43,9.2,2025-10-30
BR011,SKU0040,67,20,38,3.14,2025-11-11
BR011,SKU0041,55,18,22,2.38,2025-10-21
BR011,SKU0042,53,25,41,11.94,2025-12-22
BR011,SKU0043,61,16,50,8.36,2025-09-22
BR011,SKU0044,59,27,27,5.33,2025-10-22
BR011,SKU0045,72,15,24,1.72,2025-12-03
BR011,SKU0046,54,17,34,4.42,2025-11-24
BR011,SKU0047,63,20,51,10.02,2025-11-16
BR011,SKU0048,60,29,38,9.15,2025-10-19
BR011,SKU0049,59,29,49,2.82,2025-10-31
BR011,SKU0050,61,22,34,5.67,2025-11-22
BR011,SKU0051,52,14,57,7.69,2025-10-03
BR011,SKU0052,73,16,21,9.8,2025-10-19
BR011,SKU0053,60,13,29,4.75,2025-10-03
BR011,SKU0054,64,12,54,4.82,2025-11-17
BR011,SKU0055,50,23,40,7.52,2025-12-10
BR011,SKU0056,66,20,63,13.55,2025-11-02
BR011,SKU0057,50,16,28,10.42,2025-10-22
BR011,SKU0058,65,21,33,9.38,2025-10-24
BR011,SKU0059,65,28,66,5.8,2025-09-07
BR011,SKU0060,68,20,41,3.18,2025-09-01
BR011,SKU0061,79,28,65,6.69,2025-12-19
BR011,SKU0062,71,14,59,9.82,2025-12-17
BR011,SKU0063,69,23,29,13.4,2025-09-16
BR011,SKU0064,61,11,41,8.83,2025-12-09
BR011,SKU0065,53,23,33,7.37,2025-09-19
BR011,SKU0066,56,20,36,5.5,2025-09-12
BR011,SKU0067,54,24,35,1.38,2025-10-14
BR011,SKU0068,45,14,61,12.13,2025-09-25
BR011,SKU0069,67,10,59,12.0,2025-12-15
BR011,SKU0070,55,16,24,5.81,2025-12-28
BR011,SKU0071,67,23,45,1.13,2025-09-17
BR011,SKU0072,69,25,61,5.51,2025-09-29
BR011,SKU0073,64,17,58,1.44,2025-12-14
BR011,SKU0074,51,13,64,2.81,2025-09-26
BR011,SKU0075,61,23,20,3.47,2025-09-17
BR011,SKU0076,62,13,55,7.4,2025-12-29
BR011,SKU0077,59,26,21,5.36,2025-11-03
BR011,SKU0078,65,19,25,3.26,2025-10-19
BR011,SKU0079,46,18,37,10.96,2025-12-12
BR011,SKU0080,54,27,56,11.17,2025-09-17
BR012,SKU0001,61,19,25,14.42,2025-11-02
BR012,SKU0002,67,13,44,2.79,2025-12-01
BR012,SKU0003,50,23,69,2.97,2025-10-15
BR012,SKU0004,55,16,20,3.29,2025-11-27
BR012,SKU0005,65,13,37,2.43,2025-11-07
BR012,SKU0006,50,27,65,12.45,2025-11-17
BR012,SKU0007,72,13,54,10.77,2025-12-10
BR012,SKU0008,56,13,64,13.4,2025-12-11
BR012,SKU0009,66,12,29,8.34,2025-09-27
BR012,SKU0010,64,19,37,9.27,2025-12-15
BR012,SKU0011,56,13,23,14.61,2025-10-03
BR012,SKU0012,49,13,61,1.61,2025-09-28
BR012,SKU0013,57,13,69,13.35,2025-09-20
BR012,SKU0014,59,25,45,13.87,2025-10-15
BR012,SKU0015,63,29,39,7.6,2025-10-14
BR012,SKU0016,55,25,26,9.98,2025-12-21
BR012,SKU0017,46,20,25,4.2,2025-10-07
BR012,SKU0018,46,24,44,2.26,2025-11-20
BR012,SKU0019,61,13,26,6.02,2025-11-21
BR012,SKU0020,67,15,25,1.12,2025-12-16
BR012,SKU0021,74,22,65,13.13,2025-11-04
BR012,SKU0022,54,28,53,5.62,2025-10-26
BR012,SKU0023,59,11,34,6.18,2025-12-10
BR012,SKU0024,56,16,20,14.08,2025-09-12
BR012,SKU0025,62,11,36,8.92,2025-11-12
BR012,SKU0026,61,28,53,10.17,2025-12-04
BR012,SKU0027,56,19,22,14.73,2025-09-22
BR012,SKU0028,77,17,38,14.08,2025-11-12
BR012,SKU0029,62,24,69,14.44,2025-11-30
BR012,SKU0030,63,17,67,1.17,2025-10-13
BR012,SKU0031,71,29,43,10.68,2025-09-18
BR012,SKU0032,69,17,62,8.89,2025-12-29
BR012,SKU0033,50,18,42,11.86,2025-10-29
BR012,SKU0034,75,21,56,6.2,2025-12-15
BR012,SKU0035,48,21,40,9.36,2025-11-27
BR012,SKU0036,65,17,43,11.1,2025-10-15
BR012,SKU0037,57,24,38,3.97,2025-12-09
BR012,SKU0038,56,21,43,8.66,2025-10-26
BR012,SKU0039,58,29,38,4.32,2025-10-03
BR012,SKU0040,67,14,63,10.99,2025-09-19
BR012,SKU0041,52,23,53,3.74,2025-11-22
BR012,SKU0042,66,18,23,10.18,2025-10-30
BR012,SKU0043,64,25,69,3.35,2025-11-30
BR012,SKU0044,51,28,65,3.06,2025-10-01
BR012,SKU0045,72,15,52,5.96,2025-11-21
BR012,SKU0046,67,29,56,6.29,2025-12-13
BR012,SKU0047,63,13,39,6.47,2025-09-27
BR012,SKU0048,67,29,67,5.01,2025-10-19
BR012,SKU0049,57,10,37,1.47,2025-09-23
BR012,SKU0050,74,13,21,7.35,2025-12-12
BR012,SKU0051,66,10,43,9.97,2025-10-09
BR012,SKU0052,64,22,65,12.83,2025-11-21
BR012,SKU0053,49,19,48,5.7,2025-09-02
BR012,SKU0054,51,12,67,11.79,2025-11-14
BR012,SKU0055,54,10,50,1.43,2025-12-19
BR012,SKU0056,65,17,52,2.58,2025-11-14
BR012,SKU0057,61,22,32,4.57,2025-11-15
BR012,SKU0058,71,19,58,4.59,2025-11-08
BR012,SKU0059,54,18,50,1.5,2025-10-11
BR012,SKU0060,49,17,42,11.31,2025-09-23
BR012,SKU0061,53,29,52,14.63,2025-11-30
BR012,SKU0062,56,21,26,13.7,2025-09-23
BR012,SKU0063,62,12,22,14.92,2025-09-29
BR012,SKU0064,52,29,51,1.03,2025-12-07
BR012,SKU0065,64,19,65,2.4,2025-10-01
BR012,SKU0066,50,18,68,8.91,2025-12-01
BR012,SKU0067,64,22,28,1.62,2025-09-12
BR012,SKU0068,62,28,33,9.5,2025-10-14
BR012,SKU0069,53,15,25,14.42,2025-10-09
BR012,SKU0070,53,20,52,14.07,2025-12-28
BR012,SKU0071,64,14,38,9.9,2025-10-22
BR012,SKU0072,68,26,63,11.12,2025-11-15
BR012,SKU0073,61,28,38,4.69,2025-12-05
BR012,SKU0074,57,22,35,13.66,2025-12-27
BR012,SKU0075,71,22,64,5.59,2025-12-06
BR012,SKU0076,56,23,20,7.59,2025-11-23
BR012,SKU0077,65,15,30,12.34,2025-10-18
BR012,SKU0078,60,19,47,2.64,2025-11-08
BR012,SKU0079,70,18,46,13.25,2025-12-20
BR012,SKU0080,56,20,36,11.59,2025-11-09
BR013,SKU0001,64,27,23,8.11,2025-11-21
BR013,SKU0002,55,20,43,5.61,2025-11-21
BR013,SKU0003,72,21,53,12.68,2025-09-21
BR013,SKU0004,53,13,48,13.02,2025-09-17
BR013,SKU0005,51,22,51,9.86,2025-11-27
BR013,SKU0006,67,10,69,11.09,2025-11-17
BR013,SKU0007,63,20,61,5.45,2025-12-13
BR013,SKU0008,52,19,39,14.44,2025-11-06
BR013,SKU0009,65,22,29,7.08,2025-12-22
BR013,SKU0010,64,10,46,7.58,2025-12-22
BR013,SKU0011,52,14,51,13.87,2025-09-05
BR013,SKU0012,69,12,26,7.38,2025-09-21
BR013,SKU0013,50,13,25,5.42,2025-11-04
BR013,SKU0014,57,14,39,4.26,2025-12-10
BR013,SKU0015,50,10,54,2.78,2025-12-26
BR013,SKU0016,55,22,41,3.2,2025-12-28
BR013,SKU0017,53,21,53,13.78,2025-12-20
BR013,SKU0018,50,28,49,6.96,2025-11-27
BR013,SKU0019,59,26,39,7.86,2025-10-12
BR013,SKU0020,73,20,26,13.13,2025-10-13
BR013,SKU0021,54,19,30,11.26,2025-11-12
BR013,SKU0022,55,18,55,13.74,2025-12-22
BR013,SKU0023,64,19,20,8.92,2025-11-10
BR013,SKU0024,59,27,22,11.6,2025-11-17
BR013,SKU0025,63,29,45,10.86,2025-09-15
BR013,SKU0026,57,21,27,13.06,2025-11-02
BR013,SKU0027,58,24,64,1.68,2025-09-17
BR013,SKU0028,53,23,61,2.54,2025-10-20
BR013,SKU0029,64,19,33,1.96,2025-10-12
BR013,SKU0030,58,13,27,1.32,2025-10-05
BR013,SKU0031,53,22,24,11.31,2025-11-26
BR013,SKU0032,53,19,20,10.02,2025-09-08
BR013,SKU0033,72,25,54,13.95,2025-10-12
BR013,SKU0034,49,14,23,7.92,2025-10-09
BR013,SKU0035,67,17,27,3.26,2025-10-17
BR013,SKU0036,53,27,69,5.86,2025-10-31
BR013,SKU0037,74,28,43,3.26,2025-09-06
BR013,SKU0038,65,25,52,3.74,2025-12-26
BR013,SKU0039,71,17,57,3.95,2025-11-22
BR013,SKU0040,50,15,30,3.96,2025-10-22
BR013,SKU0041,48,17,44,10.88,2025-09-26
BR013,SKU0042,60,20,65,10.32,2025-12-10
BR013,SKU0043,75,15,60,1.24,2025-12-19
BR013,SKU0044,63,29,61,12.18,2025-09-03
BR013,SKU0045,62,15,34,7.43,2025-11-25
BR013,SKU0046,58,24,24,10.61,2025-10-02
BR013,SKU0047,59,16,28,5.42,2025-11-24
BR013,SKU0048,58,23,27,2.9,2025-12-05
BR013,SKU0049,56,27,50,13.17,2025-10-18
BR013,SKU0050,77,24,60,1.87,2025-11-08
BR013,SKU0051,62,25,67,7.01,2025-10-14
BR013,SKU0052,61,16,39,8.39,2025-11-22
BR013,SKU0053,53,28,33,8.84,2025-11-15
BR013,SKU0054,58,29,25,8.75,2025-09-02
BR013,SKU0055,57,24,49,2.09,2025-12-21
BR013,SKU0056,60,26,66,4.2,2025-11-25
BR013,SKU0057,56,18,66,11.42,2025-11-04
BR013,SKU0058,67,20,26,10.01,2025-12-27
BR013,SKU0059,63,20,60,10.55,2025-11-16
BR013,SKU0060,64,16,32,14.99,2025-10-04
BR013,SKU0061,51,13,68,4.04,2025-12-15
BR013,SKU0062,68,19,27,10.74,2025-11-24
BR013,SKU0063,64,11,34,5.74,2025-12-14
BR013,SKU0064,72,11,54,3.8,2025-10-11
BR013,SKU0065,59,20,43,12.74,2025-10-15
BR013,SKU0066,56,10,62,10.37,2025-09-18
BR013,SKU0067,57,17,65,11.22,2025-09-27
BR013,SKU0068,51,11,66,9.49,2025-10-23
BR013,SKU0069,58,13,29,1.19,2025-12-07
BR013,SKU0070,53,14,40,3.01,2025-10-07
BR013,SKU0071,67,26,37,11.86,2025-10-11
BR013,SKU0072,66,21,28,8.5,2025-12-17
BR013,SKU0073,64,18,48,11.09,2025-10-31
BR013,SKU0074,46,29,28,9.14,2025-12-07
BR013,SKU0075,62,20,41,7.18,2025-11-20
BR013,SKU0076,59,10,53,6.98,2025-09-06
BR013,SKU0077,49,25,54,5.49,2025-10-01
BR013,SKU0078,51,16,37,13.61,2025-10-13
BR013,SKU0079,47,29,48,6.43,2025-09-12
BR013,SKU0080,49,21,61,14.73,2025-11-22
BR014,SKU0001,74,14,43,1.88,2025-12-17
BR014,SKU0002,55,10,25,12.84,2025-12-03
BR014,SKU0003,54,22,44,4.86,2025-12-26
BR014,SKU0004,46,14,43,2.87,2025-12-06
BR014,SKU0005,65,19,39,13.29,2025-09-24
BR014,SKU0006,53,12,35,12.39,2025-11-16
BR014,SKU0007,51,26,44,11.44,2025-12-02
BR014,SKU0008,57,18,49,12.82,2025-10-03
BR014,SKU0009,69,15,41,2.76,2025-12-10
BR014,SKU0010,69,17,51,2.92,2025-09-05
BR014,SKU0011,68,25,20,7.03,2025-10-18
BR014,SKU0012,61,11,33,3.83,2025-11-13
BR014,SKU0013,59,29,61,12.81,2025-11-02
BR014,SKU0014,52,27,53,8.75,2025-09-20
BR014,SKU0015,53,16,41,3.94,2025-09-14
BR014,SKU0016,54,12,55,7.11,2025-10-19
BR014,SKU0017,64,13,63,3.24,2025-12-18
BR014,SKU0018,59,23,64,8.31,2025-10-11
BR014,SKU0019,54,28,47,9.15,2025-10-26
BR014,SKU0020,70,28,37,6.34,2025-11-16
BR014,SKU0021,55,27,49,6.34,2025-10-25
BR014,SKU0022,61,18,48,9.46,2025-10-06
BR014,SKU0023,55,15,59,2.06,2025-11-04
BR014,SKU0024,43,21,57,14.37,2025-11-20
BR014,SKU0025,69,19,66,7.45,2025-11-18
BR014,SKU0026,54,16,21,1.01,2025-11-18
BR014,SKU0027,66,13,55,13.29,2025-09-13
BR014,SKU0028,59,17,57,3.16,2025-10-26
BR014,SKU0029,76,23,58,6.38,2025-12-09
BR014,SKU0030,48,26,65,10.81,2025-09-24
BR014,SKU0031,68,13,51,14.17,2025-09-17
BR014,SKU0032,59,28,49,2.59,2025-09-21
BR014,SKU0033,62,12,64,7.34,2025-09-20
BR014,SKU0034,52,22,64,14.1,2025-11-26
BR014,SKU0035,63,12,69,3.42,2025-10-08
BR014,SKU0036,48,29,43,11.33,2025-09-13
BR014,SKU0037,58,26,24,10.2,2025-12-06
BR014,SKU0038,89,11,35,11.61,2025-11-29
BR014,SKU0039,63,14,66,7.16,2025-11-12
BR014,SKU0040,74,12,55,10.01,2025-12-18
BR014,SKU0041,53,25,30,1.46,2025-12-06
BR014,SKU0042,69,14,48,12.95,2025-10-28
BR014,SKU0043,58,17,51,10.41,2025-09-07
BR014,SKU0044,66,13,58,7.31,2025-10-20
BR014,SKU0045,54,25,22,2.16,2025-10-16
BR014,SKU0046,59,21,43,9.06,2025-11-29
BR014,SKU0047,44,17,62,10.54,2025-12-15
BR014,SKU0048,58,12,30,12.45,2025-11-15
BR014,SKU0049,57,12,67,3.27,2025-09-16
BR014,SKU0050,73,25,38,5.81,2025-11-14
BR014,SKU0051,58,23,26,9.58,2025-12-16
BR014,SKU0052,63,10,42,13.78,2025-10-24
BR014,SKU0053,64,14,45,9.61,2025-11-16
BR014,SKU0054,61,28,62,11.57,2025-10-26
BR014,SKU0055,66,16,61,14.07,2025-12-26
BR014,SKU0056,69,26,20,9.41,2025-11-21
BR014,SKU0057,48,27,42,2.7,2025-09-30
BR014,SKU0058,64,14,46,13.15,2025-09-22
BR014,SKU0059,55,27,33,8.68,2025-09-14
BR014,SKU0060,56,16,55,2.19,2025-09-30
BR014,SKU0061,54,25,54,13.33,2025-09-17
BR014,SKU0062,43,28,35,5.68,2025-10-10
BR014,SKU0063,76,16,31,12.04,2025-09-02
BR014,SKU0064,68,16,33,9.71,2025-10-04
BR014,SKU0065,64,25,35,7.5,2025-12-27
BR014,SKU0066,72,14,33,4.9,2025-12-04
BR014,SKU0067,45,11,44,7.57,2025-12-10
BR014,SKU0068,58,16,34,10.2,2025-11-22
BR014,SKU0069,70,10,67,10.65,2025-11-20
BR014,SKU0070,70,18,58,7.78,2025-11-03
BR014,SKU0071,59,17,27,12.49,2025-11-14
BR014,SKU0072,48,21,58,9.11,2025-09-19
BR014,SKU0073,66,23,49,2.95,2025-11-08
BR014,SKU0074,74,16,45,4.81,2025-09-20
BR014,SKU0075,51,26,48,10.11,2025-12-13
BR014,SKU0076,66,12,24,4.04,2025-10-25
BR014,SKU0077,67,22,44,10.61,2025-09-22
BR014,SKU0078,66,25,66,13.04,2025-11-27
BR014,SKU0079,49,28,42,5.57,2025-12-02
BR014,SKU0080,56,29,29,1.52,2025-09-26
BR015,SKU0001,56,25,57,7.35,2025-12-25
BR015,SKU0002,63,28,21,9.15,2025-10-18
BR015,SKU0003,49,17,58,2.27,2025-09-11
BR015,SKU0004,82,23,54,8.45,2025-12-16
BR015,SKU0005,63,22,53,1.27,2025-09-27
BR015,SKU0006,65,29,21,5.35,2025-09-24
BR015,SKU0007,61,26,36,5.36,2025-12-16
BR015,SKU0008,52,18,34,10.44,2025-09-14
BR015,SKU0009,48,29,52,5.06,2025-11-19
BR015,SKU0010,66,27,34,3.12,2025-09-22
BR015,SKU0011,70,12,26,8.26,2025-09-16
BR015,SKU0012,63,27,34,6.25,2025-11-18
BR015,SKU0013,73,16,48,1.6,2025-11-20
BR015,SKU0014,61,24,56,8.63,2025-10-24
BR015,SKU0015,58,16,34,13.18,2025-09-15
BR015,SKU0016,67,26,42,7.8,2025-11-02
BR015,SKU0017,56,16,37,10.09,2025-09-19
BR015,SKU0018,54,16,57,3.28,2025-10-01
BR015,SKU0019,56,16,27,7.67,2025-12-26
BR015,SKU0020,72,22,23,6.78,2025-12-28
BR015,SKU0021,69,13,44,2.44,2025-11-02
BR015,SKU0022,50,15,24,12.5,2025-09-25
BR015,SKU0023,40,18,20,10.93,2025-09-10
BR015,SKU0024,56,18,46,5.72,2025-11-07
BR015,SKU0025,49,10,25,13.73,2025-11-01
BR015,SKU0026,64,21,41,13.38,2025-11-09
BR015,SKU0027,72,16,59,5.6,2025-09-20
BR015,SKU0028,62,11,57,9.07,2025-11-10
BR015,SKU0029,48,29,23,11.86,2025-09-27
